R;1;0;1631829594;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;1;1;1631829595;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;1;2;1631829596;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;1;3;1631829597;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;1;4;1631829598;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;1;5;1631829599;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;1;6;1631829600;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;1;7;1631829601;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;1;8;1631829602;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;1;9;1631829603; L;1;40002;240.40;4;12340987651234567;40;Pagos
R;2;0;1631829604;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;2;1;1631829605;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;2;2;1631829606;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;2;3;1631829607;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;2;4;1631829608;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;2;5;1631829609;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;2;6;1631829610;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;2;7;1631829611;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;2;8;1631829612;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;2;9;1631829613; L;1;40002;240.40;4;12340987651234567;40;Pagos
R;3;0;1631829614;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;3;1;1631829615;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;3;2;1631829616;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;3;3;1631829617;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;3;4;1631829618;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;3;5;1631829619;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;3;6;1631829620;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;3;7;1631829621;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;3;8;1631829622;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;3;9;1631829623; L;1;40002;240.40;4;12340987651234567;40;Pagos
R;4;0;1631829624;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;4;1;1631829625;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;4;2;1631829626;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;4;3;1631829627;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;4;4;1631829628;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;4;5;1631829629;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;4;6;1631829630;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;4;7;1631829631;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;4;8;1631829632;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;4;9;1631829633; L;1;40002;240.40;4;12340987651234567;40;Pagos
R;5;0;1631829634;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;5;1;1631829635;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;5;2;1631829636;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;5;3;1631829637;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;5;4;1631829638;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;5;5;1631829639;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;5;6;1631829640;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;5;7;1631829641;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;5;8;1631829642;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;5;9;1631829643; L;1;40002;240.40;4;12340987651234567;40;Pagos
R;6;0;1631829644;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;6;1;1631829645;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;6;2;1631829646;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;6;3;1631829647;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;6;4;1631829648;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;6;5;1631829649;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;6;6;1631829650;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;6;7;1631829651;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;6;8;1631829652;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;6;9;1631829653; L;1;40002;240.40;4;12340987651234567;40;Pagos
R;7;0;1631829654;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;7;1;1631829655;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;7;2;1631829656;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;7;3;1631829657;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;7;4;1631829658;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;7;5;1631829659;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;7;6;1631829660;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;7;7;1631829661;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;7;8;1631829662;EX;1;40002;240.40;4;12340987651234567;40;Pagos
R;7;9;1631829663; L;1;40002;240.40;4;12340987651234567;40;Pagos
